_;kapitola;_;financni_misto;_;zdroj;_;pvs;paragraf;akce;_;rozpoctova_polozka;castka
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000103;Stavební úpravy komunikace, PRLP Mydlovary;Výsledek;;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000104;Monitorovací vrty - odkaliště KI, KIII;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;350 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000104;Monitorovací vrty - odkaliště KI, KIII;Výsledek;;350 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000106;Tepelné čerpadlo - ČDV Příbram;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;3 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000106;Tepelné čerpadlo - ČDV Příbram;Výsledek;;3 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000107;Přeložka potoka K Sázkám - realizace;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000107;Přeložka potoka K Sázkám - realizace;Výsledek;;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000109;Účelová komunikace, Dívčice;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;1 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000109;Účelová komunikace, Dívčice;Výsledek;;1 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000111;Rekonstrukce technologického mostu ZCHÚ-K2;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;10 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000111;Rekonstrukce technologického mostu ZCHÚ-K2;Výsledek;;10 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000121;Modernizace SW ve státním podniku DIAMO;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;12 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000121;Modernizace SW ve státním podniku DIAMO;Výsledek;;12 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000122;Odvodňovací štola R3-povrchová stavba;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;13 737 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D112000122;Odvodňovací štola R3-povrchová stavba;Výsledek;;13 737 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D11200R001;Agregace podprogramu 122 112  v letech  2008 - 2016;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;12 700 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D11200R001;Agregace podprogramu 122 112  v letech  2008 - 2016;Výsledek;;12 700 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D113000017;Stroje a vozidla PKÚ;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;1 550 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D113000017;Stroje a vozidla PKÚ;Výsledek;;1 550 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D113000018;Prvky počítačové sítě PKÚ;6313;Investiční transfery nefinančním podnikatelským subjektům-pr;350 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;122D113000018;Prvky počítačové sítě PKÚ;Výsledek;;350 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;188 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;211100;#;Nepřiřazeno;Výsledek;;188 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010021;Výsledek;;;;;300 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010031;379900;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;95 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010031;379900;#;Nepřiřazeno;Výsledek;;95 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010031;Výsledek;;;;;95 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010041;372900;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;6 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010041;372900;#;Nepřiřazeno;Výsledek;;6 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010041;Výsledek;;;;;6 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010051;374300;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;85 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010051;374300;#;Nepřiřazeno;Výsledek;;85 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5020010051;Výsledek;;;;;85 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;213900;#;Nepřiřazeno;5142;Kursové rozdíly ve výdajích;165 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;213900;#;Nepřiřazeno;5163;Služby peněžních ústavů;50 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;213900;#;Nepřiřazeno;5169;Nákup ostatních služeb;80 085 350
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;213900;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;213900;#;Nepřiřazeno;5179;Ostatní nákupy jinde nezařazené;55 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;213900;#;Nepřiřazeno;Výsledek;;82 355 350
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V011000101;Výpočetní technika - odbor 02500 MPO;6111;Programové vybavení;19 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V011000101;Výpočetní technika - odbor 02500 MPO;Výsledek;;19 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000001;Obnova vozového parku - MPO;6123;Dopravní prostředky;2 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000001;Obnova vozového parku - MPO;Výsledek;;2 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000002;Krátkodobé akce výstavby a technického zhodnocení nemovitého;6121;Budovy, haly a stavby;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000002;Krátkodobé akce výstavby a technického zhodnocení nemovitého;Výsledek;;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000003;Pořízení kancelářského vybavení MPO;6122;Stroje, přístroje a zařízení;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000003;Pořízení kancelářského vybavení MPO;Výsledek;;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000004;Pořízení a technické zhodnocení speciálních provozů;6122;Stroje, přístroje a zařízení;1 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000004;Pořízení a technické zhodnocení speciálních provozů;Výsledek;;1 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000005;Stavební rekonstrukce budov - MPO;6121;Budovy, haly a stavby;100 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000005;Stavební rekonstrukce budov - MPO;Výsledek;;100 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000006; Rekonstrukce výtahů;6121;Budovy, haly a stavby;1 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;122V013000006; Rekonstrukce výtahů;Výsledek;;1 900 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;329 851 214
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;10 803 680
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5022;Platy představitelů státní moci a některých orgánů;1 280 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5024;Odstupné;4 963 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;85 483 724
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;30 774 140
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5132;Ochranné pomůcky;10 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;10 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5134;Prádlo, oděv a obuv;15 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5135;Učebnice a bezplatně poskytované školní potřeby;20 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;1 101 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;6 030 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;6 785 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5151;Studená voda;3 200 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5153;Plyn;8 600 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5154;Elektrická energie;8 550 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;3 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5161;Služby pošt;2 700 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;5 500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5163;Služby peněžních ústavů;2 101 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5164;Nájemné;4 400 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5166;Konzultační, poradenské a právní služby;20 514 923
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5167;Služby školení a vzdělávání;3 090 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5168;Služby zpracování dat;5 185 193
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5169;Nákup ostatních služeb;329 417 457
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5171;Opravy a udržování;40 001 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5175;Pohoštění;1 722 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5179;Ostatní nákupy jinde nezařazené;60 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5182;Poskytované zálohy vlastní pokladně;500 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);200 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5196;Náhrady a příspěvky související s výkonem ústavní funkce a f;212 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5197;Náhrady zvýšených nákladů spojených s výkonem funkce v zahra;40 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;3 298 512
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5361;Nákup kolků;3 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;195 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5363;Úhrady sankcí jiným rozpočtům;100 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;5429;Ostatní náhrady placené obyvatelstvu;200 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;216100;#;Nepřiřazeno;Výsledek;;961 876 843
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;43 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5142;Kursové rozdíly ve výdajích;650 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5163;Služby peněžních ústavů;220 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5164;Nájemné;631 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5169;Nákup ostatních služeb;1 447 156
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);13 680 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5175;Pohoštění;1 243 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5179;Ostatní nákupy jinde nezařazené;70 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;5194;Věcné dary;309 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;219100;#;Nepřiřazeno;Výsledek;;18 293 156
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010011;Výsledek;;;;;1 095 425 349
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;219100;#;Nepřiřazeno;5331;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;189 535 816
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;219100;#;Nepřiřazeno;Výsledek;;189 535 816
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;219900;#;Nepřiřazeno;5331;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;146 162 180
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;219900;#;Nepřiřazeno;Výsledek;;146 162 180
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;256200;122V015000001;Nákup přístrojů pro metrologické laboratoře;6351;Investiční transfery zřízeným příspěvkovým organizacím;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;256200;122V015000001;Nákup přístrojů pro metrologické laboratoře;Výsledek;;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;256200;#;Nepřiřazeno;5331;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;57 600 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;256200;#;Nepřiřazeno;Výsledek;;57 600 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010031;Výsledek;;;;;398 297 996
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;211500;#;Nepřiřazeno;5511;Neinvestiční transfery mezinárodním organizacím;5 231 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;211500;#;Nepřiřazeno;Výsledek;;5 231 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;219100;#;Nepřiřazeno;5511;Neinvestiční transfery mezinárodním organizacím;5 461 800
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;219100;#;Nepřiřazeno;Výsledek;;5 461 800
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;249100;#;Nepřiřazeno;5511;Neinvestiční transfery mezinárodním organizacím;110 897
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;249100;#;Nepřiřazeno;Výsledek;;110 897
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;259000;#;Nepřiřazeno;5511;Neinvestiční transfery mezinárodním organizacím;12 255 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;259000;#;Nepřiřazeno;Výsledek;;12 255 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010041;Výsledek;;;;;23 058 697
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010051;216100;#;Nepřiřazeno;5321;Neinvestiční transfery obcím;9 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010051;216100;#;Nepřiřazeno;Výsledek;;9 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010051;Výsledek;;;;;9 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010061;214100;#;Nepřiřazeno;5222;Neinvestiční transfery občanským sdružením;15 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010061;214100;#;Nepřiřazeno;Výsledek;;15 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010061;Výsledek;;;;;15 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010071;214100;#;Nepřiřazeno;5221;Neinvestiční transfery obecně prospěšným společnostem;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010071;214100;#;Nepřiřazeno;Výsledek;;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010071;Výsledek;;;;;2 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010081;212300;#;Nepřiřazeno;5331;Neinvestiční příspěvky zřízeným příspěvkovým organizacím;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010081;212300;#;Nepřiřazeno;Výsledek;;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5030010081;Výsledek;;;;;5 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5040010011;216100;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;14 700 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5040010011;216100;#;Nepřiřazeno;Výsledek;;14 700 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1100000;SR – základní;5040010011;Výsledek;;;;;14 700 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010011;218219;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;350 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010011;218219;#;Nepřiřazeno;Výsledek;;350 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010011;Výsledek;;;;;350 000 000
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010021;212500;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;8 132 376
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010021;212500;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;2 033 094
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010021;212500;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;731 914
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010021;212500;#;Nepřiřazeno;5169;Nákup ostatních služeb;79 735 755
322;Ministerstvo průmyslu a obchodu;3220001;Ministerstvo průmyslu a obchodu;1103000;SR - OP Podnikání a inovace;5010010021;212500;#;Nepřiřazeno;5213;Neinvestiční transfery nefinančním podnikatelským subjektům-;2 300 000 000
