_;kapitola;_;financni_misto;_;zdroj;_;pvs;paragraf;akce;_;rozpoctova_polozka;castka
314;Ministerstvo vnitra;3140025;Hasičský záchranný sbor Libereckého kraje;1100000;SR – základní;5080010011;412400;#;Nepřiřazeno;Výsledek;;250 000
314;Ministerstvo vnitra;3140025;Hasičský záchranný sbor Libereckého kraje;1100000;SR – základní;5080010011;Výsledek;;;;;800 000
314;Ministerstvo vnitra;3140025;Hasičský záchranný sbor Libereckého kraje;1100000;SR – základní;5080020011;415100;#;Nepřiřazeno;5410;Sociální dávky;720 000
314;Ministerstvo vnitra;3140025;Hasičský záchranný sbor Libereckého kraje;1100000;SR – základní;5080020011;415100;#;Nepřiřazeno;Výsledek;;720 000
314;Ministerstvo vnitra;3140025;Hasičský záchranný sbor Libereckého kraje;1100000;SR – základní;5080020011;Výsledek;;;;;720 000
314;Ministerstvo vnitra;3140025;Hasičský záchranný sbor Libereckého kraje;Výsledek;;;;;;;;239 395 433
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;114V031004003;Nákup výpočetní techniky;6122;Stroje, přístroje a zařízení;1 000 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;114V031004003;Nákup výpočetní techniky;Výsledek;;1 000 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;114V032003025;Stavební úpravy objektů Areálu bývalého kláštera Augustinián;6121;Budovy, haly a stavby;20 000 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;114V032003025;Stavební úpravy objektů Areálu bývalého kláštera Augustinián;Výsledek;;20 000 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;28 534 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;904 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;7 133 500
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;2 568 060
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5132;Ochranné pomůcky;30 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;3 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;350 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;365 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;850 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5151;Studená voda;450 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5152;Teplo;1 000 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5153;Plyn;550 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5154;Elektrická energie;3 800 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;250 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5161;Služby pošt;100 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;550 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5163;Služby peněžních ústavů;35 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5164;Nájemné;27 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5167;Služby školení a vzdělávání;35 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5169;Nákup ostatních služeb;3 700 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5171;Opravy a udržování;3 615 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5172;Programové vybavení;20 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);150 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5175;Pohoštění;20 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5176;Účastnické poplatky na konference;10 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5177;Nákup uměleckých předmětů;15 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;285 340
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;12 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;150 000
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;Výsledek;;55 511 900
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;1100000;SR – základní;5030050011;Výsledek;;;;;76 511 900
314;Ministerstvo vnitra;3140026;Česká republika - Státní oblastní archiv v Třeboni;Výsledek;;;;;;;;76 511 900
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;114V032004015;Přístavba výtahu k budově Olbrichova 15;6121;Budovy, haly a stavby;2 000 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;114V032004015;Přístavba výtahu k budově Olbrichova 15;Výsledek;;2 000 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;39 966 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;253 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;9 991 500
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;3 596 940
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5132;Ochranné pomůcky;150 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;5 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;350 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;2 050 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;1 435 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5151;Studená voda;500 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5152;Teplo;1 800 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5153;Plyn;2 600 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5154;Elektrická energie;7 600 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;700 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5161;Služby pošt;80 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;1 129 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5163;Služby peněžních ústavů;35 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5164;Nájemné;3 500 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5166;Konzultační, poradenské a právní služby;200 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5167;Služby školení a vzdělávání;50 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5169;Nákup ostatních služeb;10 705 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5171;Opravy a udržování;4 964 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5172;Programové vybavení;100 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);250 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5175;Pohoštění;70 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5176;Účastnické poplatky na konference;30 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5177;Nákup uměleckých předmětů;100 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5192;Poskytnuté neinvestiční příspěvky a náhrady (část);10 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;399 660
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5362;Platby daní a poplatků státnímu rozpočtu;30 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5363;Úhrady sankcí jiným rozpočtům;30 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5424;Náhrady mezd v době nemoci;200 000
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;Výsledek;;92 880 100
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;1100000;SR – základní;5030050011;Výsledek;;;;;94 880 100
314;Ministerstvo vnitra;3140027;Zemský archiv v Opavě;Výsledek;;;;;;;;94 880 100
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;114V032004014;EPS a EZS SOkA Cheb;5137;Drobný hmotný dlouhodobý majetek;223 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;114V032004014;EPS a EZS SOkA Cheb;6121;Budovy, haly a stavby;2 011 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;114V032004014;EPS a EZS SOkA Cheb;Výsledek;;2 234 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;30 385 352
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;1 527 540
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;7 596 338
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;2 734 682
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5132;Ochranné pomůcky;158 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5133;Léky a zdravotnický materiál;11 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5136;Knihy, učební pomůcky a tisk;325 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5137;Drobný hmotný dlouhodobý majetek;486 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5139;Nákup materiálu jinde nezařazený;1 541 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5151;Studená voda;514 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5152;Teplo;430 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5153;Plyn;2 127 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5154;Elektrická energie;1 909 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5156;Pohonné hmoty a maziva;466 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5161;Služby pošt;76 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5162;Služby telekomunikací a radiokomunikací;761 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5163;Služby peněžních ústavů;52 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5164;Nájemné;797 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5166;Konzultační, poradenské a právní služby;29 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5167;Služby školení a vzdělávání;60 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5169;Nákup ostatních služeb;2 858 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5171;Opravy a udržování;1 733 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5172;Programové vybavení;70 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);218 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5175;Pohoštění;44 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5176;Účastnické poplatky na konference;30 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5177;Nákup uměleckých předmětů;60 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;303 854
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;Výsledek;;57 302 766
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1100000;SR – základní;5030050011;Výsledek;;;;;59 536 766
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;114V031004002;Česko-bavorský archivní průvodce CZ.1.19.Rez;5137;Drobný hmotný dlouhodobý majetek;56 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;114V031004002;Česko-bavorský archivní průvodce CZ.1.19.Rez;6125;Výpočetní technika;49 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;114V031004002;Česko-bavorský archivní průvodce CZ.1.19.Rez;Výsledek;;105 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;63 648
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;122 460
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;15 912
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;5 728
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5166;Konzultační, poradenské a právní služby;31 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5169;Nákup ostatních služeb;4 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);10 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;636
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;Výsledek;;253 384
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1104101;SR - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;Výsledek;;;;;358 384
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;114V031004002;Česko-bavorský archivní průvodce CZ.1.19.Rez;5137;Drobný hmotný dlouhodobý majetek;318 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;114V031004002;Česko-bavorský archivní průvodce CZ.1.19.Rez;6125;Výpočetní technika;278 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;114V031004002;Česko-bavorský archivní průvodce CZ.1.19.Rez;Výsledek;;596 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;360 672
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;693 940
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;90 168
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;32 460
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5166;Konzultační, poradenské a právní služby;177 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5169;Nákup ostatních služeb;22 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5173;Cestovné (tuzemské i zahraniční);55 000
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;5342;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;3 607
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;621100;#;Nepřiřazeno;Výsledek;;1 434 847
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;1504101;EU - OP Přeshraniční spolupráce pro cíl EÚS ČR - Bavorsko;5030050011;Výsledek;;;;;2 030 847
314;Ministerstvo vnitra;3140028;Státní oblastní archiv v Plzni;Výsledek;;;;;;;;61 925 997
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004016;SOkA Břeclav - Pořízení klimatizace;6122;Stroje, přístroje a zařízení;250 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004016;SOkA Břeclav - Pořízení klimatizace;Výsledek;;250 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004017;SOkA Kroměříž - Rekonstrukce plynové kotelny;6122;Stroje, přístroje a zařízení;400 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004017;SOkA Kroměříž - Rekonstrukce plynové kotelny;Výsledek;;400 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004018;SOkA Pelhřimov - Rekonstrukce EPS;6121;Budovy, haly a stavby;500 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004018;SOkA Pelhřimov - Rekonstrukce EPS;Výsledek;;500 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004019;SOkA Žďár nad Sázavou - Vybudování EPS;6121;Budovy, haly a stavby;370 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;114V032004019;SOkA Žďár nad Sázavou - Vybudování EPS;Výsledek;;370 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5011;Platy zaměstnanců v pracovním poměru;50 713 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5021;Ostatní osobní výdaje;892 000
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5031;Povinné pojistné na sociální zabezpečení a příspěvek na stát;12 678 250
314;Ministerstvo vnitra;3140029;Moravský zemský archiv v Brně;1100000;SR – základní;5030050011;621100;#;Nepřiřazeno;5032;Povinné pojistné na veřejné zdravotní pojištění;4 564 170
