kapitola;financni_misto;akce;rozpoctova_polozka;castka
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;8000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Vysočinu;Nepřiřazeno;Náhrady mezd v době nemoci;480000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;KÚ pro Zlínský kraj - Pořízení a obnova HW;Výpočetní technika;463000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;KÚ pro Zlínský kraj - dopravní technika;Dopravní prostředky;665000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;KÚ pro Zlínský kraj - Frankovací stroj;Stroje, přístroje a zařízení;120000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;KÚ pro Zlínský kraj -rekonstrukce sociálního zařízení KP Vse;Budovy, haly a stavby;450000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;7.3562E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Ostatní osobní výdaje;40000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1.8401E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;6625000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Ochranné pomůcky;10000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Léky a zdravotnický materiál;5000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Knihy, učební pomůcky a tisk;80000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;1300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Nákup materiálu jinde nezařazený;598000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Studená voda;288000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Teplo;648000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Plyn;1000000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Elektrická energie;1900000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Pohonné hmoty a maziva;320000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Nákup ostatních paliv a energie;1000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Služby pošt;4200000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Služby telekomunikací a radiokomunikací;422000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Služby peněžních ústavů;50000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Nájemné;1000000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Konzultační, poradenské a právní služby;76000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Služby školení a vzdělávání;150000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Nákup ostatních služeb;2567000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Opravy a udržování;1400000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Cestovné (tuzemské i zahraniční);500000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Pohoštění;20000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;742000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Zlínský kraj;Nepřiřazeno;Náhrady mezd v době nemoci;500000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;KÚ pro hl.město Prahu - Pořízení ICT (HW,SW);Výpočetní technika;252000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;KÚ pro hl.město Prahu - Pořízení dopravní techniky;Dopravní prostředky;450000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;7.8019E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;1.9505E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;7022000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Ochranné pomůcky;5000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Léky a zdravotnický materiál;1000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Knihy, učební pomůcky a tisk;50000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;725000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Nákup materiálu jinde nezařazený;2200000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Pohonné hmoty a maziva;70000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Služby pošt;6.8274E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Služby telekomunikací a radiokomunikací;30000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Služby peněžních ústavů;36000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Konzultační, poradenské a právní služby;5000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Služby školení a vzdělávání;300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Nákup ostatních služeb;1612000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Opravy a udržování;355000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Cestovné (tuzemské i zahraniční);100000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Pohoštění;7000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Účastnické poplatky na konference;10000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Poskytnuté neinvestiční příspěvky a náhrady (část);100000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Věcné dary;1000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;788000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;5000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro hlavní město Prahu;Nepřiřazeno;Náhrady mezd v době nemoci;700000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;KÚ pro Karlovarský kraj - Pořízení dopravní techniky;Dopravní prostředky;771000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;KÚ pro Karlovarský kraj - Obnova přenosových zařízení EZS, E;Stroje, přístroje a zařízení;103000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Platy zaměstnanců v pracovním poměru;3.8443E7
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Ostatní osobní výdaje;130000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Povinné pojistné na sociální zabezpečení a příspěvek na stát;9654000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Povinné pojistné na veřejné zdravotní pojištění;3475000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Potraviny;1000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Ochranné pomůcky;30000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Léky a zdravotnický materiál;2000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Knihy, učební pomůcky a tisk;80000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Drobný hmotný dlouhodobý majetek;626000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Nákup materiálu jinde nezařazený;899000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Studená voda;200000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Teplo;340000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Plyn;900000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Elektrická energie;890000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Pohonné hmoty a maziva;300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Teplá voda;91000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Nákup ostatních paliv a energie;2000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Služby pošt;1216000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Služby telekomunikací a radiokomunikací;220000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Služby peněžních ústavů;101000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Nájemné;47000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Konzultační, poradenské a právní služby;35000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Služby školení a vzdělávání;235000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Nákup ostatních služeb;2882000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Opravy a udržování;450000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Programové vybavení;130000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Cestovné (tuzemské i zahraniční);177000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Pohoštění;15000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Účastnické poplatky na konference;10000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Věcné dary;7000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Převody fondu kulturních a sociálních potřeb a sociálnímu fo;387000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Platby daní a poplatků státnímu rozpočtu;14000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Karlovarský kraj;Nepřiřazeno;Náhrady mezd v době nemoci;230000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Královéhradecký kraj;Katastrální úřad pro Královéhradecký kraj - multifunkční zař;Výpočetní technika;154000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Královéhradecký kraj;Katastrální úřad pro Královéhradecký kraj - pořízení dopravn;Dopravní prostředky;300000.0
Český úřad zeměměřický a katastrální;Katastrální úřad pro Královéhradecký kraj;Katastrální úřad pro Královéhradecký kraj - KÚ HK - zakrytí;Budovy, haly a stavby;350000.0
